id,date,year,has_text,V1,V3,V4,who
vc-1700-89,1700-03-30,1700,1,1,0,0,general
vc-1700-90,1700-03-31,1700,1,1,0,0,general
vc-1700-91,1700-04-01,1700,1,0,0,0,
vc-1700-92,1700-04-02,1700,1,1,0,0,general
vc-1700-93,1700-04-03,1700,1,1,0,0,soldiers_sailors
vc-1700-94,1700-04-04,1700,1,1,0,0,general
vc-1700-95,1700-04-05,1700,1,1,0,0,general
vc-1700-96,1700-04-06,1700,1,1,0,1,general
vc-1700-97,1700-04-07,1700,1,1,0,0,general
vc-1700-98,1700-04-08,1700,1,0,0,0,
vc-1700-99,1700-04-09,1700,1,1,0,0,general
vc-1700-100,1700-04-10,1700,1,0,0,0,
vc-1700-101,1700-04-11,1700,1,1,0,1,general
vc-1700-102,1700-04-12,1700,1,1,0,0,general
vc-1700-103,1700-04-13,1700,1,1,0,0,general
vc-1700-104,1700-04-14,1700,1,0,0,0,
vc-1700-105,1700-04-15,1700,1,1,0,0,general
vc-1700-106,1700-04-16,1700,1,0,0,0,
vc-1700-107,1700-04-17,1700,1,0,0,0,
vc-1700-108,1700-04-18,1700,1,0,0,0,
vc-1700-109,1700-04-19,1700,1,0,0,0,
vc-1700-110,1700-04-20,1700,1,1,0,0,general
vc-1700-111,1700-04-21,1700,1,0,0,0,
vc-1700-112,1700-04-22,1700,1,0,0,0,
vc-1700-113,1700-04-23,1700,1,1,0,0,general
vc-1700-114,1700-04-24,1700,1,0,0,0,
vc-1700-115,1700-04-25,1700,1,1,0,0,general
vc-1700-116,1700-04-26,1700,1,0,0,0,
vc-1700-117,1700-04-27,1700,1,1,0,0,general
vc-1700-118,1700-04-28,1700,1,1,0,0,general
vc-1700-119,1700-04-29,1700,1,1,0,0,general
vc-1700-120,1700-04-30,1700,1,1,0,0,general
vc-1700-121,1700-05-01,1700,1,0,0,0,
vc-1700-122,1700-05-02,1700,1,1,0,0,general
vc-1700-123,1700-05-03,1700,1,0,0,0,
vc-1700-124,1700-05-04,1700,1,0,0,0,
vc-1700-125,1700-05-05,1700,1,0,0,0,
vc-1700-126,1700-05-06,1700,1,0,0,0,
vc-1700-127,1700-05-07,1700,1,0,0,0,
vc-1700-128,1700-05-08,1700,1,1,0,0,soldiers_sailors|settlers
vc-1700-129,1700-05-09,1700,1,1,0,0,soldiers_sailors
vc-1700-130,1700-05-10,1700,1,1,0,0,general
vc-1700-131,1700-05-11,1700,1,0,0,0,
vc-1700-132,1700-05-12,1700,1,0,0,0,
vc-1700-133,1700-05-13,1700,1,0,0,0,
vc-1700-134,1700-05-14,1700,1,1,0,0,general
vc-1700-135,1700-05-15,1700,1,1,0,0,soldiers_sailors
vc-1700-136,1700-05-16,1700,1,1,0,0,general
vc-1700-137,1700-05-17,1700,1,1,0,0,general
vc-1700-138,1700-05-18,1700,1,1,0,1,general
vc-1700-139,1700-05-19,1700,1,0,0,0,
vc-1700-140,1700-05-20,1700,1,1,0,0,general
vc-1700-141,1700-05-21,1700,1,1,0,0,general
vc-1700-142,1700-05-22,1700,1,1,0,0,general
vc-1700-143,1700-05-23,1700,1,1,0,0,general
vc-1700-144,1700-05-24,1700,1,0,0,0,
vc-1700-145,1700-05-25,1700,1,0,0,0,
vc-1700-146,1700-05-26,1700,1,1,0,0,general
vc-1700-147,1700-05-27,1700,1,1,0,0,general
vc-1700-148,1700-05-28,1700,1,1,0,0,general
vc-1700-149,1700-05-29,1700,1,1,0,0,general
vc-1700-150,1700-05-30,1700,1,0,0,0,
vc-1700-151,1700-05-31,1700,1,0,0,0,
vc-1700-152,1700-06-01,1700,1,0,0,0,
vc-1700-153,1700-06-02,1700,1,0,0,0,
vc-1700-154,1700-06-03,1700,1,0,0,0,
vc-1700-155,1700-06-04,1700,1,0,0,0,
vc-1700-156,1700-06-05,1700,1,1,0,0,general
vc-1700-157,1700-06-06,1700,1,1,0,0,general
vc-1700-158,1700-06-07,1700,1,0,0,0,
vc-1700-159,1700-06-08,1700,1,0,0,0,
vc-1700-160,1700-06-09,1700,1,1,0,0,settlers
vc-1700-161,1700-06-10,1700,1,0,0,0,
vc-1700-162,1700-06-11,1700,1,1,0,0,khoesan|settlers
vc-1700-163,1700-06-12,1700,1,1,0,0,settlers
vc-1700-164,1700-06-13,1700,1,1,0,0,general
vc-1700-165,1700-06-14,1700,1,1,0,0,general
vc-1700-166,1700-06-15,1700,1,1,0,0,general
vc-1700-167,1700-06-16,1700,1,0,0,0,
vc-1700-168,1700-06-17,1700,1,0,0,0,
vc-1700-169,1700-06-18,1700,1,1,0,0,general
vc-1700-170,1700-06-19,1700,1,0,0,0,
vc-1700-171,1700-06-20,1700,1,0,0,0,
vc-1700-172,1700-06-21,1700,1,1,0,0,general
vc-1700-173,1700-06-22,1700,1,1,0,0,khoesan
vc-1700-174,1700-06-23,1700,1,0,0,0,
vc-1700-175,1700-06-24,1700,1,1,0,0,general
vc-1700-176,1700-06-25,1700,1,0,0,0,
vc-1700-177,1700-06-26,1700,1,0,0,0,
vc-1700-178,1700-06-27,1700,1,1,0,0,general
vc-1700-179,1700-06-28,1700,1,1,0,0,company_slaves|settlers
vc-1700-180,1700-06-29,1700,1,0,0,0,
vc-1700-181,1700-06-30,1700,1,0,0,0,
vc-1700-182,1700-07-01,1700,1,1,0,0,general
vc-1700-183,1700-07-02,1700,1,0,0,0,
vc-1700-184,1700-07-03,1700,1,1,0,0,general
vc-1700-185,1700-07-04,1700,1,1,0,0,general
vc-1700-186,1700-07-05,1700,1,1,0,0,general
vc-1700-187,1700-07-06,1700,1,1,0,0,company_slaves
vc-1700-188,1700-07-07,1700,1,1,0,0,general
vc-1700-189,1700-07-08,1700,1,1,0,0,general
vc-1700-190,1700-07-09,1700,1,1,0,0,general
vc-1700-191,1700-07-10,1700,1,1,0,0,general
vc-1700-192,1700-07-11,1700,1,1,0,0,general
vc-1700-193,1700-07-12,1700,1,1,0,0,general
vc-1700-194,1700-07-13,1700,1,0,0,0,
vc-1700-195,1700-07-14,1700,1,0,0,0,
vc-1700-196,1700-07-15,1700,1,0,0,0,
vc-1700-197,1700-07-16,1700,1,0,0,0,
vc-1700-198,1700-07-17,1700,1,0,0,0,
vc-1700-199,1700-07-18,1700,1,1,0,0,general
vc-1700-200,1700-07-19,1700,1,0,0,0,
vc-1700-201,1700-07-20,1700,1,1,0,0,general
vc-1700-202,1700-07-21,1700,1,0,0,0,
vc-1700-203,1700-07-22,1700,1,1,0,0,general
vc-1700-204,1700-07-23,1700,1,0,0,0,
vc-1700-205,1700-07-24,1700,1,1,0,0,general
vc-1700-206,1700-07-25,1700,1,0,0,0,
vc-1700-207,1700-07-26,1700,1,0,0,0,
vc-1700-208,1700-07-27,1700,1,0,0,0,
vc-1700-209,1700-07-28,1700,1,1,0,0,general
vc-1700-210,1700-07-29,1700,1,0,0,0,
vc-1700-211,1700-07-30,1700,1,1,0,0,general
vc-1700-212,1700-07-31,1700,1,1,0,0,khoesan|soldiers_sailors|settlers
vc-1700-213,1700-08-01,1700,1,1,0,0,general
vc-1700-214,1700-08-02,1700,1,0,0,0,
vc-1700-215,1700-08-03,1700,1,0,0,0,
vc-1700-216,1700-08-04,1700,1,0,0,0,
vc-1700-217,1700-08-05,1700,1,0,0,0,
vc-1700-218,1700-08-06,1700,1,0,0,0,
vc-1700-219,1700-08-07,1700,1,0,0,0,
vc-1700-220,1700-08-08,1700,1,1,0,0,general
vc-1700-221,1700-08-09,1700,1,1,0,0,settlers
vc-1700-222,1700-08-10,1700,1,0,0,0,
vc-1700-223,1700-08-11,1700,1,0,0,0,
vc-1700-224,1700-08-12,1700,1,0,0,0,
vc-1700-225,1700-08-13,1700,1,1,0,0,company_slaves
vc-1700-226,1700-08-14,1700,1,1,0,0,general
vc-1700-227,1700-08-15,1700,1,0,0,0,
vc-1700-228,1700-08-16,1700,1,0,0,0,
vc-1700-229,1700-08-17,1700,1,0,0,0,
vc-1700-230,1700-08-18,1700,1,0,0,0,
vc-1700-231,1700-08-19,1700,1,1,0,0,general
vc-1700-232,1700-08-20,1700,1,0,0,0,
vc-1700-233,1700-08-21,1700,1,1,0,0,general
vc-1700-234,1700-08-22,1700,1,1,0,1,general
vc-1700-235,1700-08-23,1700,1,0,0,0,
vc-1700-236,1700-08-24,1700,1,0,0,0,
vc-1700-237,1700-08-25,1700,1,1,0,0,general
vc-1700-238,1700-08-26,1700,1,0,0,0,
vc-1700-239,1700-08-27,1700,1,0,0,0,
vc-1700-240,1700-08-28,1700,1,0,0,0,
vc-1700-241,1700-08-29,1700,1,1,0,0,general
vc-1700-242,1700-08-30,1700,1,1,0,0,khoesan|soldiers_sailors
vc-1700-243,1700-08-31,1700,1,1,0,0,general
vc-1700-244,1700-09-01,1700,1,0,0,0,
vc-1700-245,1700-09-02,1700,1,0,0,0,
vc-1700-246,1700-09-03,1700,1,1,0,0,general
vc-1700-247,1700-09-04,1700,1,0,0,0,
vc-1700-248,1700-09-05,1700,1,1,0,0,general
vc-1700-249,1700-09-06,1700,1,0,0,0,
vc-1700-250,1700-09-07,1700,1,0,0,0,
vc-1700-251,1700-09-08,1700,1,0,0,0,
vc-1700-252,1700-09-09,1700,1,0,0,0,
vc-1700-253,1700-09-10,1700,1,1,0,0,general
vc-1700-254,1700-09-11,1700,1,0,0,0,
vc-1700-255,1700-09-12,1700,1,1,0,0,general
vc-1700-256,1700-09-13,1700,1,1,0,0,general
vc-1700-257,1700-09-14,1700,1,0,0,0,
vc-1700-258,1700-09-15,1700,1,0,0,0,
vc-1700-259,1700-09-16,1700,1,0,0,0,
vc-1700-260,1700-09-17,1700,1,1,0,0,general
vc-1700-261,1700-09-18,1700,1,1,0,0,general
vc-1700-262,1700-09-19,1700,1,0,0,0,
vc-1700-263,1700-09-20,1700,1,0,0,0,
vc-1700-264,1700-09-21,1700,1,0,0,0,
vc-1700-265,1700-09-22,1700,1,0,0,0,
vc-1700-266,1700-09-23,1700,1,0,0,0,
vc-1700-267,1700-09-24,1700,1,1,0,0,settlers
vc-1700-268,1700-09-25,1700,1,1,0,0,general
vc-1700-269,1700-09-26,1700,1,1,0,0,general
vc-1700-270,1700-09-27,1700,1,0,0,0,
vc-1700-271,1700-09-28,1700,1,0,0,0,
vc-1700-272,1700-09-29,1700,1,1,0,0,general
vc-1700-273,1700-09-30,1700,1,1,0,0,general
vc-1700-274,1700-10-01,1700,1,1,0,0,general
vc-1700-275,1700-10-02,1700,1,0,0,0,
vc-1700-276,1700-10-03,1700,1,1,0,0,general
vc-1700-277,1700-10-04,1700,1,1,0,0,general
vc-1700-278,1700-10-05,1700,1,0,0,0,
vc-1700-279,1700-10-06,1700,1,0,0,0,
vc-1700-280,1700-10-07,1700,1,1,0,0,general
vc-1700-281,1700-10-08,1700,1,0,0,0,
vc-1700-282,1700-10-09,1700,1,0,0,0,
vc-1700-283,1700-10-10,1700,1,1,0,0,general
vc-1700-284,1700-10-11,1700,1,0,0,0,
vc-1700-285,1700-10-12,1700,1,0,0,0,
vc-1700-286,1700-10-13,1700,1,0,0,0,
vc-1700-287,1700-10-14,1700,1,1,0,0,general
vc-1700-288,1700-10-15,1700,1,0,0,0,
vc-1700-289,1700-10-16,1700,1,1,0,0,settlers
vc-1700-290,1700-10-17,1700,1,1,0,0,general
vc-1700-291,1700-10-18,1700,1,0,0,0,
vc-1700-292,1700-10-19,1700,1,0,0,0,
vc-1700-293,1700-10-20,1700,1,0,0,0,
vc-1700-294,1700-10-21,1700,1,0,0,0,
vc-1700-295,1700-10-22,1700,1,1,0,0,general
vc-1700-296,1700-10-23,1700,1,0,0,0,
vc-1700-297,1700-10-24,1700,1,0,0,0,
vc-1700-298,1700-10-25,1700,1,0,0,0,
vc-1700-299,1700-10-26,1700,1,0,0,0,
vc-1700-300,1700-10-27,1700,1,0,0,0,
vc-1700-301,1700-10-28,1700,1,0,0,0,
vc-1700-302,1700-10-29,1700,1,0,0,0,
vc-1700-303,1700-10-30,1700,1,0,0,0,
vc-1700-304,1700-10-31,1700,1,0,0,0,
vc-1700-305,1700-11-01,1700,1,1,0,0,settlers
vc-1700-306,1700-11-02,1700,1,1,0,0,settlers
vc-1700-307,1700-11-03,1700,1,0,0,0,
vc-1700-308,1700-11-04,1700,1,1,0,0,general
vc-1700-309,1700-11-05,1700,1,1,0,0,general
vc-1700-310,1700-11-06,1700,1,1,0,0,settlers
vc-1700-311,1700-11-07,1700,1,0,0,0,
vc-1700-312,1700-11-08,1700,1,0,0,0,
vc-1700-313,1700-11-09,1700,1,0,0,0,
vc-1700-314,1700-11-10,1700,1,1,0,0,general
vc-1700-315,1700-11-11,1700,1,1,0,0,general
vc-1700-316,1700-11-12,1700,1,0,0,0,
vc-1700-317,1700-11-13,1700,1,0,0,0,
vc-1700-318,1700-11-14,1700,1,1,0,0,general
vc-1700-319,1700-11-15,1700,1,1,0,0,general
vc-1700-320,1700-11-16,1700,1,0,0,0,
vc-1700-321,1700-11-17,1700,1,0,0,0,
vc-1700-322,1700-11-18,1700,1,1,0,0,general
vc-1700-323,1700-11-19,1700,1,1,0,0,general
vc-1700-324,1700-11-20,1700,1,1,0,0,general
vc-1700-325,1700-11-21,1700,1,1,0,0,general
vc-1700-326,1700-11-22,1700,1,1,0,0,general
vc-1700-327,1700-11-23,1700,1,0,0,0,
vc-1700-328,1700-11-24,1700,1,0,0,0,
vc-1700-329,1700-11-25,1700,1,1,0,0,general
vc-1700-330,1700-11-26,1700,1,0,0,0,
vc-1700-331,1700-11-27,1700,1,1,0,0,general
vc-1700-332,1700-11-28,1700,1,0,0,0,
vc-1700-333,1700-11-29,1700,1,0,0,0,
vc-1700-334,1700-11-30,1700,1,0,0,0,
vc-1700-335,1700-12-01,1700,1,1,0,0,general
vc-1700-336,1700-12-02,1700,1,0,0,0,
vc-1700-337,1700-12-03,1700,1,0,0,0,
vc-1700-338,1700-12-04,1700,1,0,0,0,
vc-1700-339,1700-12-05,1700,1,1,0,0,general
vc-1700-340,1700-12-06,1700,1,0,0,0,
vc-1700-341,1700-12-07,1700,1,0,0,0,
vc-1700-342,1700-12-08,1700,1,0,0,0,
vc-1700-343,1700-12-09,1700,1,0,0,0,
vc-1700-344,1700-12-10,1700,1,0,0,0,
vc-1700-345,1700-12-11,1700,1,1,0,0,soldiers_sailors|settlers
vc-1700-346,1700-12-12,1700,1,0,0,0,
vc-1700-347,1700-12-13,1700,1,1,0,0,general
vc-1700-348,1700-12-14,1700,1,1,0,0,private_slaves|soldiers_sailors
vc-1700-349,1700-12-15,1700,1,0,0,0,
vc-1700-350,1700-12-16,1700,1,0,0,0,
vc-1700-351,1700-12-17,1700,1,0,0,0,
vc-1700-352,1700-12-18,1700,1,1,0,0,company_slaves|settlers
vc-1700-353,1700-12-19,1700,1,0,0,0,
vc-1700-354,1700-12-20,1700,1,0,0,0,
vc-1700-355,1700-12-21,1700,1,0,0,0,
vc-1700-356,1700-12-22,1700,1,0,0,0,
vc-1700-357,1700-12-23,1700,1,0,0,0,
vc-1700-358,1700-12-24,1700,1,0,0,0,
vc-1700-359,1700-12-25,1700,1,1,0,0,general
vc-1700-360,1700-12-26,1700,1,0,0,0,
vc-1700-361,1700-12-27,1700,1,1,0,0,general
vc-1700-362,1700-12-28,1700,1,1,0,0,general
vc-1700-363,1700-12-29,1700,1,0,0,0,
vc-1700-364,1700-12-30,1700,1,1,0,0,general
vc-1700-365,1700-12-31,1700,1,1,0,0,general
vc-1701-1,1701-01-01,1701,1,0,0,0,
vc-1701-2,1701-01-02,1701,1,0,0,0,
vc-1701-3,1701-01-03,1701,1,0,0,0,
vc-1701-4,1701-01-04,1701,1,1,0,0,general
vc-1701-5,1701-01-05,1701,1,1,0,0,general
vc-1701-6,1701-01-06,1701,1,1,0,0,general
vc-1701-7,1701-01-07,1701,1,0,0,0,
vc-1701-8,1701-01-08,1701,1,0,0,0,
vc-1701-9,1701-01-09,1701,1,1,0,0,general
vc-1701-10,1701-01-10,1701,1,0,0,0,
vc-1701-11,1701-01-11,1701,1,0,0,0,
vc-1701-12,1701-01-12,1701,1,1,0,0,general
vc-1701-13,1701-01-13,1701,1,0,0,0,
vc-1701-14,1701-01-14,1701,1,1,0,0,soldiers_sailors
vc-1701-15,1701-01-15,1701,1,1,0,0,general
vc-1701-16,1701-01-16,1701,1,1,0,0,settlers
vc-1701-17,1701-01-17,1701,1,1,0,0,general
vc-1701-18,1701-01-18,1701,1,0,0,0,
vc-1701-19,1701-01-19,1701,1,0,0,0,
vc-1701-20,1701-01-20,1701,1,0,0,0,
vc-1701-21,1701-01-21,1701,1,0,0,0,
vc-1701-22,1701-01-22,1701,1,0,0,0,
vc-1701-23,1701-01-23,1701,1,0,0,0,
vc-1701-24,1701-01-24,1701,1,0,0,0,
vc-1701-25,1701-01-25,1701,1,0,0,0,
vc-1701-26,1701-01-26,1701,1,0,0,0,
vc-1701-27,1701-01-27,1701,1,1,0,0,general
vc-1701-28,1701-01-28,1701,1,0,0,0,
vc-1701-29,1701-01-29,1701,1,1,0,0,general
vc-1701-30,1701-01-30,1701,1,1,0,0,general
vc-1701-31,1701-01-31,1701,1,0,0,0,
vc-1701-32,1701-02-01,1701,1,1,0,0,general
vc-1701-33,1701-02-02,1701,1,0,0,0,
vc-1701-34,1701-02-03,1701,1,0,0,0,
vc-1701-35,1701-02-04,1701,1,0,0,0,
vc-1701-36,1701-02-05,1701,1,1,0,0,general
vc-1701-37,1701-02-06,1701,1,1,0,0,general
vc-1701-38,1701-02-07,1701,1,0,0,0,
vc-1701-39,1701-02-08,1701,1,0,0,0,
vc-1701-40,1701-02-09,1701,1,1,0,0,general
vc-1701-41,1701-02-10,1701,1,0,0,0,
vc-1701-42,1701-02-11,1701,1,1,0,0,general
vc-1701-43,1701-02-12,1701,1,1,0,0,general
vc-1701-44,1701-02-13,1701,1,0,0,0,
vc-1701-45,1701-02-14,1701,1,0,0,0,
vc-1701-46,1701-02-15,1701,1,0,0,0,
vc-1701-47,1701-02-16,1701,1,0,0,0,
vc-1701-48,1701-02-17,1701,1,0,0,0,
vc-1701-49,1701-02-18,1701,1,0,0,0,
vc-1701-50,1701-02-19,1701,1,0,0,0,
vc-1701-51,1701-02-20,1701,1,0,0,0,
vc-1701-52,1701-02-21,1701,1,1,0,0,general
vc-1701-53,1701-02-22,1701,1,0,0,0,
vc-1701-54,1701-02-23,1701,1,0,0,0,
vc-1701-55,1701-02-24,1701,1,0,0,0,
vc-1701-56,1701-02-25,1701,1,0,0,0,
vc-1701-57,1701-02-26,1701,1,1,0,0,general
vc-1701-58,1701-02-27,1701,1,0,0,0,
vc-1701-59,1701-02-28,1701,1,0,0,0,
vc-1701-60,1701-03-01,1701,1,1,0,0,general
vc-1701-61,1701-03-02,1701,1,1,0,0,general
vc-1701-62,1701-03-03,1701,1,1,0,0,general
vc-1701-63,1701-03-04,1701,1,0,0,0,
vc-1701-64,1701-03-05,1701,1,0,0,0,
vc-1701-65,1701-03-06,1701,1,1,0,0,general
vc-1701-66,1701-03-07,1701,1,0,0,0,
vc-1701-67,1701-03-08,1701,1,1,0,0,general
vc-1701-68,1701-03-09,1701,1,0,0,0,
vc-1701-69,1701-03-10,1701,1,0,0,0,
vc-1701-70,1701-03-11,1701,1,1,0,0,general
vc-1701-71,1701-03-12,1701,1,0,0,0,
vc-1701-72,1701-03-13,1701,1,1,0,0,khoesan|settlers
vc-1701-73,1701-03-14,1701,1,1,0,0,soldiers_sailors
vc-1701-74,1701-03-15,1701,1,1,0,0,soldiers_sailors
vc-1701-75,1701-03-16,1701,1,0,0,0,
vc-1701-76,1701-03-17,1701,1,0,0,0,
vc-1701-77,1701-03-18,1701,1,0,0,0,
vc-1701-78,1701-03-19,1701,1,1,0,0,general
vc-1701-79,1701-03-20,1701,1,1,0,0,general
vc-1701-80,1701-03-21,1701,1,1,0,0,general
vc-1701-81,1701-03-22,1701,1,1,0,0,settlers
vc-1701-82,1701-03-23,1701,1,1,0,0,private_slaves|khoesan|settlers
vc-1701-83,1701-03-24,1701,1,0,0,0,
vc-1701-84,1701-03-25,1701,1,0,0,0,
vc-1701-85,1701-03-26,1701,1,1,0,0,settlers
vc-1701-86,1701-03-27,1701,1,1,0,0,general
vc-1701-87,1701-03-28,1701,1,0,0,0,
vc-1701-88,1701-03-29,1701,1,0,0,0,
vc-1701-89,1701-03-30,1701,1,1,0,0,general
vc-1701-90,1701-03-31,1701,1,1,0,0,general
vc-1701-91,1701-04-01,1701,1,1,0,0,general
vc-1701-92,1701-04-02,1701,1,0,0,0,
vc-1701-93,1701-04-03,1701,1,0,0,0,
vc-1701-94,1701-04-04,1701,1,1,0,0,general
vc-1701-95,1701-04-05,1701,1,1,0,0,general
vc-1701-96,1701-04-06,1701,1,0,0,0,
vc-1701-97,1701-04-07,1701,1,0,0,0,
vc-1701-98,1701-04-08,1701,1,0,0,0,
vc-1701-99,1701-04-09,1701,1,1,0,0,general
vc-1701-100,1701-04-10,1701,1,0,0,0,
vc-1701-101,1701-04-11,1701,1,0,0,0,
vc-1701-102,1701-04-12,1701,1,1,0,0,general
vc-1701-103,1701-04-13,1701,1,0,0,0,
vc-1701-104,1701-04-14,1701,1,1,0,0,khoesan|settlers
vc-1701-105,1701-04-15,1701,1,0,0,0,
vc-1701-106,1701-04-16,1701,1,0,0,0,
vc-1701-107,1701-04-17,1701,1,0,0,0,
vc-1701-108,1701-04-18,1701,1,0,0,0,
vc-1701-109,1701-04-19,1701,1,0,0,0,
vc-1701-110,1701-04-20,1701,1,0,0,0,
vc-1701-111,1701-04-21,1701,1,0,0,0,
vc-1701-112,1701-04-22,1701,1,0,0,0,
vc-1701-113,1701-04-23,1701,1,1,0,0,general
vc-1701-114,1701-04-24,1701,1,1,0,0,general
vc-1701-115,1701-04-25,1701,1,0,0,0,
vc-1701-116,1701-04-26,1701,1,0,0,0,
vc-1701-117,1701-04-27,1701,1,0,0,0,
vc-1701-118,1701-04-28,1701,1,1,0,0,general
vc-1701-119,1701-04-29,1701,1,0,0,0,
vc-1701-120,1701-04-30,1701,1,0,0,0,
vc-1701-121,1701-05-01,1701,1,1,0,0,general
vc-1701-122,1701-05-02,1701,1,0,0,0,
vc-1701-123,1701-05-03,1701,1,0,0,0,
vc-1701-124,1701-05-04,1701,1,0,0,0,
vc-1701-125,1701-05-05,1701,1,1,0,0,general
vc-1701-126,1701-05-06,1701,1,0,0,0,
vc-1701-127,1701-05-07,1701,1,1,0,0,general
vc-1701-128,1701-05-08,1701,1,1,0,0,general
vc-1701-129,1701-05-09,1701,1,1,0,0,general
vc-1701-130,1701-05-10,1701,1,1,0,0,general
vc-1701-131,1701-05-11,1701,1,0,0,0,
vc-1701-132,1701-05-12,1701,1,0,0,0,
